file_num,bag_idx,bag_start_sec,bag_end_sec,label,train_duration_in_bag_sec,audio_filename,audio_duration_sec,sample_rate
6,0,0.0,60.0,0,0.0,Ori_Recording_06.wav,1799.86,576000
6,1,60.0,120.0,0,0.0,Ori_Recording_06.wav,1799.86,576000
6,2,120.0,180.0,0,0.0,Ori_Recording_06.wav,1799.86,576000
6,3,180.0,240.0,0,0.0,Ori_Recording_06.wav,1799.86,576000
6,4,240.0,300.0,0,0.0,Ori_Recording_06.wav,1799.86,576000
6,5,300.0,360.0,0,0.0,Ori_Recording_06.wav,1799.86,576000
6,6,360.0,420.0,0,0.0,Ori_Recording_06.wav,1799.86,576000
6,7,420.0,480.0,0,0.0,Ori_Recording_06.wav,1799.86,576000
6,8,480.0,540.0,0,0.0,Ori_Recording_06.wav,1799.86,576000
6,9,540.0,600.0,0,0.0,Ori_Recording_06.wav,1799.86,576000
6,10,600.0,660.0,0,0.0,Ori_Recording_06.wav,1799.86,576000
6,11,660.0,720.0,0,0.0,Ori_Recording_06.wav,1799.86,576000
6,12,720.0,780.0,0,0.0,Ori_Recording_06.wav,1799.86,576000
6,13,780.0,840.0,0,0.0,Ori_Recording_06.wav,1799.86,576000
6,14,840.0,900.0,1,7.3539,Ori_Recording_06.wav,1799.86,576000
6,15,900.0,960.0,1,9.5621,Ori_Recording_06.wav,1799.86,576000
6,16,960.0,1020.0,1,0.5537,Ori_Recording_06.wav,1799.86,576000
6,17,1020.0,1080.0,1,10.3996,Ori_Recording_06.wav,1799.86,576000
6,18,1080.0,1140.0,1,4.2107,Ori_Recording_06.wav,1799.86,576000
6,19,1140.0,1200.0,1,4.7244,Ori_Recording_06.wav,1799.86,576000
6,20,1200.0,1260.0,1,2.7049,Ori_Recording_06.wav,1799.86,576000
6,21,1260.0,1320.0,1,8.0135,Ori_Recording_06.wav,1799.86,576000
6,22,1320.0,1380.0,1,7.1829,Ori_Recording_06.wav,1799.86,576000
6,23,1380.0,1440.0,1,3.9474,Ori_Recording_06.wav,1799.86,576000
6,24,1440.0,1500.0,1,7.7156,Ori_Recording_06.wav,1799.86,576000
6,25,1500.0,1560.0,1,9.0687,Ori_Recording_06.wav,1799.86,576000
6,26,1560.0,1620.0,1,1.1559,Ori_Recording_06.wav,1799.86,576000
6,27,1620.0,1680.0,1,0.1345,Ori_Recording_06.wav,1799.86,576000
6,28,1680.0,1740.0,1,0.1422,Ori_Recording_06.wav,1799.86,576000
