file_num,bag_idx,bag_start_sec,bag_end_sec,label,train_duration_in_bag_sec,audio_filename,audio_duration_sec,sample_rate
9,0,0.0,60.0,1,0.508,Ori_Recording_09.wav,1799.28,576000
9,1,60.0,120.0,0,0.0,Ori_Recording_09.wav,1799.28,576000
9,2,120.0,180.0,0,0.0,Ori_Recording_09.wav,1799.28,576000
9,3,180.0,240.0,0,0.0,Ori_Recording_09.wav,1799.28,576000
9,4,240.0,300.0,1,0.532,Ori_Recording_09.wav,1799.28,576000
9,5,300.0,360.0,0,0.0,Ori_Recording_09.wav,1799.28,576000
9,6,360.0,420.0,0,0.0,Ori_Recording_09.wav,1799.28,576000
9,7,420.0,480.0,0,0.0,Ori_Recording_09.wav,1799.28,576000
9,8,480.0,540.0,0,0.0,Ori_Recording_09.wav,1799.28,576000
9,9,540.0,600.0,1,1.0109,Ori_Recording_09.wav,1799.28,576000
9,10,600.0,660.0,1,2.0374,Ori_Recording_09.wav,1799.28,576000
9,11,660.0,720.0,1,0.5779,Ori_Recording_09.wav,1799.28,576000
9,12,720.0,780.0,1,0.3879,Ori_Recording_09.wav,1799.28,576000
9,13,780.0,840.0,0,0.0,Ori_Recording_09.wav,1799.28,576000
9,14,840.0,900.0,0,0.0,Ori_Recording_09.wav,1799.28,576000
9,15,900.0,960.0,1,4.6258,Ori_Recording_09.wav,1799.28,576000
9,16,960.0,1020.0,1,0.7254,Ori_Recording_09.wav,1799.28,576000
9,17,1020.0,1080.0,1,1.9363,Ori_Recording_09.wav,1799.28,576000
9,18,1080.0,1140.0,1,0.6711,Ori_Recording_09.wav,1799.28,576000
9,19,1140.0,1200.0,0,0.0,Ori_Recording_09.wav,1799.28,576000
9,20,1200.0,1260.0,1,1.5165,Ori_Recording_09.wav,1799.28,576000
9,21,1260.0,1320.0,1,2.5189,Ori_Recording_09.wav,1799.28,576000
9,22,1320.0,1380.0,1,1.2834,Ori_Recording_09.wav,1799.28,576000
9,23,1380.0,1440.0,1,2.0165,Ori_Recording_09.wav,1799.28,576000
9,24,1440.0,1500.0,1,3.7348,Ori_Recording_09.wav,1799.28,576000
9,25,1500.0,1560.0,1,1.0967,Ori_Recording_09.wav,1799.28,576000
9,26,1560.0,1620.0,1,1.2847,Ori_Recording_09.wav,1799.28,576000
9,27,1620.0,1680.0,1,2.4475,Ori_Recording_09.wav,1799.28,576000
9,28,1680.0,1740.0,1,0.605,Ori_Recording_09.wav,1799.28,576000
