file_num,bag_idx,bag_start_sec,bag_end_sec,label,train_duration_in_bag_sec,audio_filename,audio_duration_sec,sample_rate
8,0,0.0,60.0,0,0.0,Ori_Recording_08.wav,1799.95,576000
8,1,60.0,120.0,0,0.0,Ori_Recording_08.wav,1799.95,576000
8,2,120.0,180.0,0,0.0,Ori_Recording_08.wav,1799.95,576000
8,3,180.0,240.0,0,0.0,Ori_Recording_08.wav,1799.95,576000
8,4,240.0,300.0,0,0.0,Ori_Recording_08.wav,1799.95,576000
8,5,300.0,360.0,0,0.0,Ori_Recording_08.wav,1799.95,576000
8,6,360.0,420.0,0,0.0,Ori_Recording_08.wav,1799.95,576000
8,7,420.0,480.0,0,0.0,Ori_Recording_08.wav,1799.95,576000
8,8,480.0,540.0,0,0.0,Ori_Recording_08.wav,1799.95,576000
8,9,540.0,600.0,0,0.0,Ori_Recording_08.wav,1799.95,576000
8,10,600.0,660.0,0,0.0,Ori_Recording_08.wav,1799.95,576000
8,11,660.0,720.0,0,0.0,Ori_Recording_08.wav,1799.95,576000
8,12,720.0,780.0,0,0.0,Ori_Recording_08.wav,1799.95,576000
8,13,780.0,840.0,0,0.0,Ori_Recording_08.wav,1799.95,576000
8,14,840.0,900.0,1,6.7981,Ori_Recording_08.wav,1799.95,576000
8,15,900.0,960.0,1,4.7652,Ori_Recording_08.wav,1799.95,576000
8,16,960.0,1020.0,0,0.0,Ori_Recording_08.wav,1799.95,576000
8,17,1020.0,1080.0,1,0.8655,Ori_Recording_08.wav,1799.95,576000
8,18,1080.0,1140.0,1,8.175,Ori_Recording_08.wav,1799.95,576000
8,19,1140.0,1200.0,1,2.0391,Ori_Recording_08.wav,1799.95,576000
8,20,1200.0,1260.0,0,0.0,Ori_Recording_08.wav,1799.95,576000
8,21,1260.0,1320.0,1,0.338,Ori_Recording_08.wav,1799.95,576000
8,22,1320.0,1380.0,1,12.4647,Ori_Recording_08.wav,1799.95,576000
8,23,1380.0,1440.0,1,12.292,Ori_Recording_08.wav,1799.95,576000
8,24,1440.0,1500.0,1,8.0887,Ori_Recording_08.wav,1799.95,576000
8,25,1500.0,1560.0,0,0.0,Ori_Recording_08.wav,1799.95,576000
8,26,1560.0,1620.0,1,4.9654,Ori_Recording_08.wav,1799.95,576000
8,27,1620.0,1680.0,1,5.6602,Ori_Recording_08.wav,1799.95,576000
8,28,1680.0,1740.0,1,1.6053,Ori_Recording_08.wav,1799.95,576000
