file_num,bag_idx,bag_start_sec,bag_end_sec,label,train_duration_in_bag_sec,audio_filename,audio_duration_sec,sample_rate
1,0,0.0,60.0,0,0.0,Ori_Recording_01.wav,1799.44,576000
1,1,60.0,120.0,0,0.0,Ori_Recording_01.wav,1799.44,576000
1,2,120.0,180.0,0,0.0,Ori_Recording_01.wav,1799.44,576000
1,3,180.0,240.0,0,0.0,Ori_Recording_01.wav,1799.44,576000
1,4,240.0,300.0,1,1.0277,Ori_Recording_01.wav,1799.44,576000
1,5,300.0,360.0,0,0.0,Ori_Recording_01.wav,1799.44,576000
1,6,360.0,420.0,1,0.4615,Ori_Recording_01.wav,1799.44,576000
1,7,420.0,480.0,0,0.0,Ori_Recording_01.wav,1799.44,576000
1,8,480.0,540.0,0,0.0,Ori_Recording_01.wav,1799.44,576000
1,9,540.0,600.0,0,0.0,Ori_Recording_01.wav,1799.44,576000
1,10,600.0,660.0,0,0.0,Ori_Recording_01.wav,1799.44,576000
1,11,660.0,720.0,0,0.0,Ori_Recording_01.wav,1799.44,576000
1,12,720.0,780.0,0,0.0,Ori_Recording_01.wav,1799.44,576000
1,13,780.0,840.0,0,0.0,Ori_Recording_01.wav,1799.44,576000
1,14,840.0,900.0,1,0.154,Ori_Recording_01.wav,1799.44,576000
1,15,900.0,960.0,0,0.0,Ori_Recording_01.wav,1799.44,576000
1,16,960.0,1020.0,1,2.969,Ori_Recording_01.wav,1799.44,576000
1,17,1020.0,1080.0,0,0.0,Ori_Recording_01.wav,1799.44,576000
1,18,1080.0,1140.0,0,0.0,Ori_Recording_01.wav,1799.44,576000
1,19,1140.0,1200.0,0,0.0,Ori_Recording_01.wav,1799.44,576000
1,20,1200.0,1260.0,0,0.0,Ori_Recording_01.wav,1799.44,576000
1,21,1260.0,1320.0,0,0.0,Ori_Recording_01.wav,1799.44,576000
1,22,1320.0,1380.0,0,0.0,Ori_Recording_01.wav,1799.44,576000
1,23,1380.0,1440.0,0,0.0,Ori_Recording_01.wav,1799.44,576000
1,24,1440.0,1500.0,0,0.0,Ori_Recording_01.wav,1799.44,576000
1,25,1500.0,1560.0,1,0.1492,Ori_Recording_01.wav,1799.44,576000
1,26,1560.0,1620.0,0,0.0,Ori_Recording_01.wav,1799.44,576000
1,27,1620.0,1680.0,1,0.0559,Ori_Recording_01.wav,1799.44,576000
1,28,1680.0,1740.0,0,0.0,Ori_Recording_01.wav,1799.44,576000
