file_num,bag_idx,bag_start_sec,bag_end_sec,label,train_duration_in_bag_sec,audio_filename,audio_duration_sec,sample_rate
4,0,0.0,60.0,0,0.0,Ori_Recording_04.wav,1799.93,576000
4,1,60.0,120.0,1,3.4485,Ori_Recording_04.wav,1799.93,576000
4,2,120.0,180.0,0,0.0,Ori_Recording_04.wav,1799.93,576000
4,3,180.0,240.0,0,0.0,Ori_Recording_04.wav,1799.93,576000
4,4,240.0,300.0,0,0.0,Ori_Recording_04.wav,1799.93,576000
4,5,300.0,360.0,0,0.0,Ori_Recording_04.wav,1799.93,576000
4,6,360.0,420.0,0,0.0,Ori_Recording_04.wav,1799.93,576000
4,7,420.0,480.0,0,0.0,Ori_Recording_04.wav,1799.93,576000
4,8,480.0,540.0,0,0.0,Ori_Recording_04.wav,1799.93,576000
4,9,540.0,600.0,0,0.0,Ori_Recording_04.wav,1799.93,576000
4,10,600.0,660.0,0,0.0,Ori_Recording_04.wav,1799.93,576000
4,11,660.0,720.0,0,0.0,Ori_Recording_04.wav,1799.93,576000
4,12,720.0,780.0,0,0.0,Ori_Recording_04.wav,1799.93,576000
4,13,780.0,840.0,1,0.228,Ori_Recording_04.wav,1799.93,576000
4,14,840.0,900.0,0,0.0,Ori_Recording_04.wav,1799.93,576000
4,15,900.0,960.0,0,0.0,Ori_Recording_04.wav,1799.93,576000
4,16,960.0,1020.0,0,0.0,Ori_Recording_04.wav,1799.93,576000
4,17,1020.0,1080.0,0,0.0,Ori_Recording_04.wav,1799.93,576000
4,18,1080.0,1140.0,0,0.0,Ori_Recording_04.wav,1799.93,576000
4,19,1140.0,1200.0,0,0.0,Ori_Recording_04.wav,1799.93,576000
4,20,1200.0,1260.0,0,0.0,Ori_Recording_04.wav,1799.93,576000
4,21,1260.0,1320.0,0,0.0,Ori_Recording_04.wav,1799.93,576000
4,22,1320.0,1380.0,0,0.0,Ori_Recording_04.wav,1799.93,576000
4,23,1380.0,1440.0,0,0.0,Ori_Recording_04.wav,1799.93,576000
4,24,1440.0,1500.0,0,0.0,Ori_Recording_04.wav,1799.93,576000
4,25,1500.0,1560.0,1,2.0303,Ori_Recording_04.wav,1799.93,576000
4,26,1560.0,1620.0,1,0.072,Ori_Recording_04.wav,1799.93,576000
4,27,1620.0,1680.0,1,2.8718,Ori_Recording_04.wav,1799.93,576000
4,28,1680.0,1740.0,1,1.1535,Ori_Recording_04.wav,1799.93,576000
