file_num,bag_idx,bag_start_sec,bag_end_sec,label,train_duration_in_bag_sec,audio_filename,audio_duration_sec,sample_rate
10,0,0.0,60.0,0,0.0,Ori_Recording_10.wav,1748.68,576000
10,1,60.0,120.0,1,12.7166,Ori_Recording_10.wav,1748.68,576000
10,2,120.0,180.0,1,0.6118,Ori_Recording_10.wav,1748.68,576000
10,3,180.0,240.0,1,5.4569,Ori_Recording_10.wav,1748.68,576000
10,4,240.0,300.0,1,7.0936,Ori_Recording_10.wav,1748.68,576000
10,5,300.0,360.0,1,11.5729,Ori_Recording_10.wav,1748.68,576000
10,6,360.0,420.0,1,2.8375,Ori_Recording_10.wav,1748.68,576000
10,7,420.0,480.0,1,4.2389,Ori_Recording_10.wav,1748.68,576000
10,8,480.0,540.0,1,4.9732,Ori_Recording_10.wav,1748.68,576000
10,9,540.0,600.0,1,0.4755,Ori_Recording_10.wav,1748.68,576000
10,10,600.0,660.0,1,3.1213,Ori_Recording_10.wav,1748.68,576000
10,11,660.0,720.0,1,13.5247,Ori_Recording_10.wav,1748.68,576000
10,12,720.0,780.0,1,16.3765,Ori_Recording_10.wav,1748.68,576000
10,13,780.0,840.0,1,11.3211,Ori_Recording_10.wav,1748.68,576000
10,14,840.0,900.0,1,21.8623,Ori_Recording_10.wav,1748.68,576000
10,15,900.0,960.0,1,2.3799,Ori_Recording_10.wav,1748.68,576000
10,16,960.0,1020.0,1,15.5643,Ori_Recording_10.wav,1748.68,576000
10,17,1020.0,1080.0,0,0.0,Ori_Recording_10.wav,1748.68,576000
10,18,1080.0,1140.0,1,1.1784,Ori_Recording_10.wav,1748.68,576000
10,19,1140.0,1200.0,0,0.0,Ori_Recording_10.wav,1748.68,576000
10,20,1200.0,1260.0,1,0.477,Ori_Recording_10.wav,1748.68,576000
10,21,1260.0,1320.0,1,2.0448,Ori_Recording_10.wav,1748.68,576000
10,22,1320.0,1380.0,0,0.0,Ori_Recording_10.wav,1748.68,576000
10,23,1380.0,1440.0,0,0.0,Ori_Recording_10.wav,1748.68,576000
10,24,1440.0,1500.0,0,0.0,Ori_Recording_10.wav,1748.68,576000
10,25,1500.0,1560.0,0,0.0,Ori_Recording_10.wav,1748.68,576000
10,26,1560.0,1620.0,0,0.0,Ori_Recording_10.wav,1748.68,576000
10,27,1620.0,1680.0,0,0.0,Ori_Recording_10.wav,1748.68,576000
10,28,1680.0,1740.0,0,0.0,Ori_Recording_10.wav,1748.68,576000
